appid,review_score,review_score_desc,total_reviews
1949740,0.0,No user reviews,0.0
2000890,6.0,Mostly Positive,3940.0
3132860,0.0,No user reviews,0.0
3181220,7.0,Positive,39.0
207890,8.0,Very Positive,128.0
242700,8.0,Very Positive,3772.0
274190,9.0,Overwhelmingly Positive,20207.0
375450,8.0,Very Positive,138.0
453480,6.0,Mostly Positive,179.0
470310,8.0,Very Positive,3191.0
589870,0.0,No user reviews,0.0
636150,8.0,Very Positive,479.0
894060,0.0,No user reviews,0.0
933820,6.0,Mostly Positive,3270.0
1499560,0.0,No user reviews,0.0
1574580,9.0,Overwhelmingly Positive,8801.0
2294730,8.0,Very Positive,230.0
3405610,0.0,No user reviews,0.0
3498270,8.0,Very Positive,122.0
65540,8.0,Very Positive,2582.0
329050,8.0,Very Positive,5302.0
386070,8.0,Very Positive,7210.0
497120,0.0,No user reviews,0.0
837470,9.0,Overwhelmingly Positive,9429.0
872670,8.0,Very Positive,7959.0
1564600,8.0,Very Positive,509.0
1591600,0.0,No user reviews,0.0
1649240,8.0,Very Positive,3963.0
1692250,5.0,Mixed,9486.0
2086430,8.0,Very Positive,1098.0
2582140,5.0,Mixed,372.0
2619650,8.0,Very Positive,893.0
3073990,8.0,Very Positive,77.0
3895880,0.0,No user reviews,0.0
245620,6.0,Mostly Positive,4727.0
460790,8.0,Very Positive,9845.0
562360,8.0,Very Positive,648.0
1215390,9.0,Overwhelmingly Positive,4572.0
1241100,6.0,Mostly Positive,19.0
1262560,6.0,Mostly Positive,7461.0
1352330,0.0,No user reviews,0.0
2321430,0.0,No user reviews,0.0
2485460,0.0,No user reviews,0.0
3054490,0.0,No user reviews,0.0
1106530,8.0,Very Positive,1927.0
1511630,8.0,Very Positive,715.0
1836120,8.0,Very Positive,360.0
2458860,9.0,Overwhelmingly Positive,1030.0
2784840,0.0,No user reviews,0.0
230270,8.0,Very Positive,2167.0
246420,9.0,Overwhelmingly Positive,4300.0
368070,5.0,Mixed,4246.0
1803580,0.0,No user reviews,0.0
2073250,8.0,Very Positive,2150.0
2302530,0.0,No user reviews,0.0
2591410,5.0,Mixed,350.0
3170150,0.0,No user reviews,0.0
3330280,0.0,1 user reviews,1.0
3418150,8.0,Very Positive,123.0
553420,8.0,Very Positive,9167.0
718670,6.0,Mostly Positive,5054.0
1025600,8.0,Very Positive,2366.0
1088710,8.0,Very Positive,4713.0
1158850,8.0,Very Positive,3115.0
1536090,8.0,Very Positive,1799.0
1571200,0.0,No user reviews,0.0
1924480,6.0,Mostly Positive,1138.0
3961110,7.0,Positive,18.0
241660,7.0,Positive,11.0
288390,0.0,1 user reviews,1.0
296490,9.0,Overwhelmingly Positive,2508.0
412830,9.0,Overwhelmingly Positive,4752.0
894020,8.0,Very Positive,9884.0
895870,9.0,Overwhelmingly Positive,11060.0
1016920,8.0,Very Positive,4493.0
1108270,0.0,No user reviews,0.0
1250790,0.0,No user reviews,0.0
1289810,8.0,Very Positive,1537.0
2878600,6.0,Mostly Positive,1558.0
4850,8.0,Very Positive,691.0
242680,9.0,Overwhelmingly Positive,9154.0
329430,6.0,Mostly Positive,4452.0
348550,9.0,Overwhelmingly Positive,3847.0
517790,8.0,Very Positive,1132.0
575720,0.0,No user reviews,0.0
673560,0.0,No user reviews,0.0
985890,8.0,Very Positive,6711.0
1204050,0.0,No user reviews,0.0
1296830,8.0,Very Positive,1261.0
1353230,9.0,Overwhelmingly Positive,9923.0
1437880,5.0,Mixed,26.0
1457320,5.0,Mixed,1870.0
1960270,8.0,Very Positive,568.0
2411910,8.0,Very Positive,105.0
2553870,8.0,Very Positive,868.0
2755480,8.0,Very Positive,73.0
2772560,0.0,No user reviews,0.0
2961880,8.0,Very Positive,3000.0
3444020,8.0,Very Positive,158.0
8190,8.0,Very Positive,18698.0
21130,8.0,Very Positive,2984.0
404410,8.0,Very Positive,67.0
521890,8.0,Very Positive,6517.0
590830,0.0,No user reviews,0.0
678800,0.0,No user reviews,0.0
891040,0.0,No user reviews,0.0
1696810,6.0,Mostly Positive,4171.0
3400930,8.0,Very Positive,1826.0
3870690,0.0,No user reviews,0.0
4500,8.0,Very Positive,14870.0
274520,8.0,Very Positive,9376.0
367670,8.0,Very Positive,1328.0
1277530,0.0,No user reviews,0.0
1522820,8.0,Very Positive,4804.0
2229880,8.0,Very Positive,673.0
2525310,8.0,Very Positive,1169.0
2586520,0.0,No user reviews,0.0
2790700,7.0,Positive,14.0
236690,6.0,Mostly Positive,4767.0
321800,8.0,Very Positive,1849.0
509980,8.0,Very Positive,11991.0
531510,9.0,Overwhelmingly Positive,12327.0
601360,0.0,3 user reviews,3.0
602320,8.0,Very Positive,1107.0
1371630,0.0,No user reviews,0.0
1769830,8.0,Very Positive,332.0
1811990,8.0,Very Positive,5132.0
2342950,8.0,Very Positive,2097.0
2401970,9.0,Overwhelmingly Positive,743.0
2818260,5.0,Mixed,590.0
3066280,0.0,No user reviews,0.0
30,8.0,Very Positive,2093.0
3540,9.0,Overwhelmingly Positive,2070.0
29720,9.0,Overwhelmingly Positive,786.0
366220,6.0,Mostly Positive,1442.0
453090,8.0,Very Positive,4523.0
481510,8.0,Very Positive,12756.0
584400,8.0,Very Positive,13368.0
641320,8.0,Very Positive,8318.0
647960,9.0,Overwhelmingly Positive,2568.0
769560,7.0,Positive,32.0
858820,6.0,Mostly Positive,6661.0
1546990,6.0,Mostly Positive,1983.0
9480,6.0,Mostly Positive,7970.0
247080,9.0,Overwhelmingly Positive,12279.0
257510,9.0,Overwhelmingly Positive,16706.0
301320,9.0,Overwhelmingly Positive,1048.0
694280,8.0,Very Positive,2549.0
781030,0.0,No user reviews,0.0
1020790,5.0,Mixed,1212.0
1372530,8.0,Very Positive,1683.0
1843760,8.0,Very Positive,4211.0
2008100,8.0,Very Positive,608.0
2106670,8.0,Very Positive,1289.0
2248760,6.0,Mostly Positive,4309.0
3035500,8.0,Very Positive,835.0
3126370,0.0,No user reviews,0.0
3177890,8.0,Very Positive,70.0
3217600,0.0,No user reviews,0.0
445310,5.0,Mixed,580.0
823130,8.0,Very Positive,10768.0
875210,5.0,Mixed,165.0
1102930,8.0,Very Positive,1107.0
1392960,8.0,Very Positive,777.0
1634680,6.0,Mostly Positive,11.0
1635450,5.0,Mixed,1763.0
1932640,9.0,Overwhelmingly Positive,1117.0
2936410,5.0,Mixed,116.0
3150440,8.0,Very Positive,871.0
3991960,0.0,No user reviews,0.0
6860,8.0,Very Positive,6157.0
7620,8.0,Very Positive,1001.0
204340,8.0,Very Positive,3149.0
684450,6.0,Mostly Positive,1778.0
773790,8.0,Very Positive,2629.0
801800,6.0,Mostly Positive,2032.0
1140150,9.0,Overwhelmingly Positive,572.0
1157390,8.0,Very Positive,3134.0
1191330,0.0,No user reviews,0.0
1214470,6.0,Mostly Positive,994.0
1377580,0.0,No user reviews,0.0
1455630,6.0,Mostly Positive,2101.0
1494810,9.0,Overwhelmingly Positive,3958.0
1581770,8.0,Very Positive,1095.0
1703340,8.0,Very Positive,22334.0
2949320,8.0,Very Positive,609.0
3653800,0.0,No user reviews,0.0
201870,8.0,Very Positive,5894.0
210970,8.0,Very Positive,8375.0
498240,8.0,Very Positive,7150.0
951240,8.0,Very Positive,1015.0
1148350,0.0,No user reviews,0.0
1240630,8.0,Very Positive,408.0
1328660,6.0,Mostly Positive,4885.0
1566200,8.0,Very Positive,2516.0
1677310,9.0,Overwhelmingly Positive,5821.0
1699480,8.0,Very Positive,947.0
1894430,8.0,Very Positive,1625.0
1951410,6.0,Mostly Positive,108.0
2279730,0.0,No user reviews,0.0
2371630,0.0,No user reviews,0.0
3451640,0.0,No user reviews,0.0
2990,8.0,Very Positive,3874.0
738060,0.0,6 user reviews,6.0
973580,6.0,Mostly Positive,3432.0
1009560,6.0,Mostly Positive,3565.0
1031140,0.0,6 user reviews,6.0
1188930,8.0,Very Positive,2344.0
1482860,0.0,No user reviews,0.0
1607130,8.0,Very Positive,1047.0
1657090,0.0,6 user reviews,6.0
1718870,9.0,Overwhelmingly Positive,4035.0
1755920,0.0,No user reviews,0.0
1892030,8.0,Very Positive,1650.0
2285150,5.0,Mixed,3539.0
2475490,9.0,Overwhelmingly Positive,22053.0
2716400,9.0,Overwhelmingly Positive,2126.0
3586060,8.0,Very Positive,55.0
71250,8.0,Very Positive,9619.0
342560,9.0,Overwhelmingly Positive,4531.0
394510,8.0,Very Positive,9773.0
626690,8.0,Very Positive,5070.0
1162520,5.0,Mixed,243.0
1585180,8.0,Very Positive,4311.0
1898210,0.0,No user reviews,0.0
2682580,6.0,Mostly Positive,1198.0
3259600,8.0,Very Positive,98.0
3668060,0.0,No user reviews,0.0
40950,8.0,Very Positive,2877.0
250320,9.0,Overwhelmingly Positive,17408.0
278080,8.0,Very Positive,3484.0
323470,8.0,Very Positive,6827.0
326990,6.0,Mostly Positive,38.0
415600,8.0,Very Positive,471.0
437920,8.0,Very Positive,2306.0
462780,8.0,Very Positive,3910.0
682990,8.0,Very Positive,9356.0
1196630,8.0,Very Positive,1450.0
1406180,0.0,No user reviews,0.0
1424330,9.0,Overwhelmingly Positive,10460.0
1463120,8.0,Very Positive,72.0
1887840,9.0,Overwhelmingly Positive,8709.0
1964220,0.0,No user reviews,0.0
2226700,5.0,Mixed,55.0
2274620,8.0,Very Positive,975.0
2368930,8.0,Very Positive,449.0
2369900,9.0,Overwhelmingly Positive,1262.0
2485190,5.0,Mixed,95.0
2495450,9.0,Overwhelmingly Positive,502.0
2695490,6.0,Mostly Positive,1256.0
2754380,9.0,Overwhelmingly Positive,3067.0
2787320,8.0,Very Positive,946.0
4002340,0.0,No user reviews,0.0
214730,8.0,Very Positive,1000.0
244160,8.0,Very Positive,7566.0
298030,9.0,Overwhelmingly Positive,2398.0
1622910,8.0,Very Positive,5049.0
1697880,6.0,Mostly Positive,940.0
1850740,8.0,Very Positive,3010.0
2361770,8.0,Very Positive,790.0
2920570,8.0,Very Positive,4271.0
3103930,0.0,No user reviews,0.0
3411730,8.0,Very Positive,149.0
3425460,8.0,Very Positive,117.0
33220,5.0,Mixed,2328.0
247000,6.0,Mostly Positive,3390.0
294420,7.0,Positive,44.0
312530,9.0,Overwhelmingly Positive,10954.0
541210,8.0,Very Positive,3410.0
1003590,8.0,Very Positive,5204.0
1236720,8.0,Very Positive,959.0
1483870,6.0,Mostly Positive,323.0
1531540,6.0,Mostly Positive,1994.0
1559600,8.0,Very Positive,1310.0
1621070,6.0,Mostly Positive,3682.0
1671200,0.0,No user reviews,0.0
1988540,9.0,Overwhelmingly Positive,672.0
2172010,8.0,Very Positive,1512.0
2996990,0.0,No user reviews,0.0
3047030,0.0,No user reviews,0.0
3062030,0.0,No user reviews,0.0
3184110,8.0,Very Positive,553.0
2320,8.0,Very Positive,5213.0
57690,8.0,Very Positive,4904.0
67370,8.0,Very Positive,3401.0
245170,8.0,Very Positive,11761.0
334920,0.0,4 user reviews,4.0
505230,8.0,Very Positive,4340.0
677120,8.0,Very Positive,4564.0
903950,6.0,Mostly Positive,10937.0
1177980,9.0,Overwhelmingly Positive,5771.0
1238060,5.0,Mixed,4580.0
2376170,0.0,1 user reviews,1.0
2719940,8.0,Very Positive,142.0
2738630,5.0,Mixed,644.0
3066470,0.0,No user reviews,0.0
3682970,0.0,No user reviews,0.0
476460,7.0,Positive,11.0
491540,5.0,Mixed,1478.0
601430,8.0,Very Positive,5796.0
632300,8.0,Very Positive,2197.0
748490,8.0,Very Positive,1756.0
1071870,8.0,Very Positive,1531.0
1203190,6.0,Mostly Positive,2271.0
1469610,8.0,Very Positive,2026.0
1593030,8.0,Very Positive,4386.0
2021880,6.0,Mostly Positive,1147.0
2324290,8.0,Very Positive,338.0
3060770,0.0,No user reviews,0.0
3238670,8.0,Very Positive,1596.0
3669260,0.0,No user reviews,0.0
3831280,0.0,No user reviews,0.0
3888610,0.0,No user reviews,0.0
222440,9.0,Overwhelmingly Positive,943.0
222480,6.0,Mostly Positive,3553.0
458710,9.0,Overwhelmingly Positive,2335.0
978300,5.0,Mixed,1799.0
979060,0.0,No user reviews,0.0
1691280,0.0,8 user reviews,8.0
1810920,0.0,No user reviews,0.0
2382520,9.0,Overwhelmingly Positive,1298.0
2933080,6.0,Mostly Positive,3409.0
7600,6.0,Mostly Positive,1723.0
611660,5.0,Mixed,4352.0
742420,5.0,Mixed,2617.0
777390,8.0,Very Positive,1562.0
1153410,6.0,Mostly Positive,1319.0
1902960,8.0,Very Positive,2403.0
2180600,0.0,No user reviews,0.0
2254890,9.0,Overwhelmingly Positive,1598.0
3285700,0.0,No user reviews,0.0
3430450,8.0,Very Positive,158.0
265550,6.0,Mostly Positive,5712.0
292000,5.0,Mixed,4631.0
1029550,6.0,Mostly Positive,229.0
1161830,6.0,Mostly Positive,234.0
1259790,8.0,Very Positive,1109.0
1278060,0.0,2 user reviews,2.0
1658280,8.0,Very Positive,1591.0
1735700,9.0,Overwhelmingly Positive,1040.0
2128270,9.0,Overwhelmingly Positive,2507.0
3039140,0.0,No user reviews,0.0
3889960,0.0,No user reviews,0.0
4560,8.0,Very Positive,2644.0
10150,6.0,Mostly Positive,4722.0
39150,8.0,Very Positive,4635.0
41700,9.0,Overwhelmingly Positive,9209.0
73170,8.0,Very Positive,909.0
564530,8.0,Very Positive,1524.0
593600,5.0,Mixed,3148.0
858210,9.0,Overwhelmingly Positive,8867.0
944770,5.0,Mixed,32.0
979690,6.0,Mostly Positive,11882.0
1001270,8.0,Very Positive,1364.0
1012880,9.0,Overwhelmingly Positive,4854.0
1541020,0.0,No user reviews,0.0
1966900,8.0,Very Positive,12343.0
2307350,8.0,Very Positive,2565.0
2414270,9.0,Overwhelmingly Positive,995.0
3809440,0.0,No user reviews,0.0
3952500,0.0,No user reviews,0.0
43160,8.0,Very Positive,4046.0
298610,5.0,Mixed,2270.0
313160,8.0,Very Positive,4156.0
384300,6.0,Mostly Positive,3011.0
537800,8.0,Very Positive,6350.0
628050,6.0,Mostly Positive,43.0
808290,0.0,3 user reviews,3.0
1025440,8.0,Very Positive,528.0
1104280,8.0,Very Positive,3007.0
1107320,6.0,Mostly Positive,1898.0
1599330,8.0,Very Positive,934.0
2131650,8.0,Very Positive,2963.0
2215390,8.0,Very Positive,5105.0
2392520,5.0,Mixed,159.0
3242750,8.0,Very Positive,123.0
3453600,8.0,Very Positive,428.0
3814210,0.0,No user reviews,0.0
3895230,0.0,No user reviews,0.0
3925760,8.0,Very Positive,731.0
452280,0.0,No user reviews,0.0
564710,8.0,Very Positive,464.0
738540,8.0,Very Positive,1679.0
951830,7.0,Positive,26.0
1369630,8.0,Very Positive,10390.0
1382330,8.0,Very Positive,6828.0
1580240,8.0,Very Positive,962.0
1750770,8.0,Very Positive,2825.0
1794470,8.0,Very Positive,545.0
2190210,0.0,No user reviews,0.0
2353250,8.0,Very Positive,1308.0
2510960,8.0,Very Positive,873.0
2890150,8.0,Very Positive,90.0
2936310,0.0,No user reviews,0.0
3350200,8.0,Very Positive,453.0
3369070,8.0,Very Positive,206.0
3601140,0.0,No user reviews,0.0
3634900,0.0,No user reviews,0.0
3642750,0.0,No user reviews,0.0
3720820,6.0,Mostly Positive,28.0
3919260,0.0,No user reviews,0.0
434170,9.0,Overwhelmingly Positive,4104.0
442120,8.0,Very Positive,959.0
899440,8.0,Very Positive,3050.0
991270,8.0,Very Positive,1762.0
1173810,8.0,Very Positive,1216.0
1360000,8.0,Very Positive,3528.0
1448440,6.0,Mostly Positive,3254.0
1468720,8.0,Very Positive,4451.0
1608070,8.0,Very Positive,3212.0
2396980,9.0,Overwhelmingly Positive,1354.0
4027860,0.0,No user reviews,0.0
4074930,0.0,No user reviews,0.0
378540,6.0,Mostly Positive,4211.0
383870,8.0,Very Positive,53877.0
429660,8.0,Very Positive,6200.0
962730,8.0,Very Positive,12756.0
966610,6.0,Mostly Positive,320.0
1034140,8.0,Very Positive,5232.0
1643310,8.0,Very Positive,1087.0
2138610,8.0,Very Positive,793.0
2427430,5.0,Mixed,485.0
2440380,5.0,Mixed,1491.0
3015610,0.0,No user reviews,0.0
3168600,5.0,Mixed,778.0
3533100,8.0,Very Positive,366.0
3614460,8.0,Very Positive,80.0
3730180,0.0,No user reviews,0.0
42690,0.0,1 user reviews,1.0
57300,9.0,Overwhelmingly Positive,12415.0
397340,8.0,Very Positive,6735.0
411300,5.0,Mixed,5064.0
674140,9.0,Overwhelmingly Positive,5897.0
1128860,5.0,Mixed,2160.0
1159690,6.0,Mostly Positive,3072.0
1186640,8.0,Very Positive,2588.0
1350650,8.0,Very Positive,2687.0
1475810,8.0,Very Positive,4835.0
1694420,8.0,Very Positive,671.0
1850510,6.0,Mostly Positive,1318.0
1944430,8.0,Very Positive,5425.0
2005870,8.0,Very Positive,303.0
2067850,0.0,No user reviews,0.0
2178420,0.0,No user reviews,0.0
2200780,8.0,Very Positive,2531.0
2208570,8.0,Very Positive,990.0
2429860,8.0,Very Positive,812.0
2252580,0.0,No user reviews,0.0
3117660,0.0,2 user reviews,2.0
3981120,0.0,No user reviews,0.0
4011020,0.0,No user reviews,0.0
3310,8.0,Very Positive,1012.0
367450,8.0,Very Positive,5879.0
566050,9.0,Overwhelmingly Positive,1064.0
589360,8.0,Very Positive,4196.0
604500,0.0,No user reviews,0.0
606280,6.0,Mostly Positive,4180.0
629820,8.0,Very Positive,6391.0
707710,0.0,No user reviews,0.0
914690,6.0,Mostly Positive,273.0
1201540,8.0,Very Positive,1508.0
1259980,8.0,Very Positive,2609.0
1351240,5.0,Mixed,1147.0
1369470,0.0,No user reviews,0.0
1413480,8.0,Very Positive,2370.0
1692080,6.0,Mostly Positive,19.0
1775490,9.0,Overwhelmingly Positive,1724.0
2586650,0.0,No user reviews,0.0
3738680,0.0,No user reviews,0.0
2310,9.0,Overwhelmingly Positive,9399.0
261030,9.0,Overwhelmingly Positive,12450.0
332310,6.0,Mostly Positive,7508.0
406290,8.0,Very Positive,1360.0
598810,8.0,Very Positive,968.0
803600,8.0,Very Positive,1645.0
914620,6.0,Mostly Positive,7054.0
1244800,8.0,Very Positive,1651.0
1263550,0.0,No user reviews,0.0
1509960,8.0,Very Positive,9270.0
1987080,8.0,Very Positive,10026.0
2134320,9.0,Overwhelmingly Positive,543.0
2187290,8.0,Very Positive,3430.0
2399160,8.0,Very Positive,1748.0
2462490,0.0,No user reviews,0.0
2484250,0.0,No user reviews,0.0
2738230,5.0,Mixed,229.0
2756920,8.0,Very Positive,2371.0
2881610,8.0,Very Positive,279.0
2897760,8.0,Very Positive,223.0
3010230,0.0,No user reviews,0.0
3476690,0.0,No user reviews,0.0
50,9.0,Overwhelmingly Positive,12394.0
13570,8.0,Very Positive,3453.0
15100,6.0,Mostly Positive,9903.0
238460,9.0,Overwhelmingly Positive,23159.0
262410,6.0,Mostly Positive,142.0
373930,6.0,Mostly Positive,1551.0
564230,8.0,Very Positive,2409.0
607260,0.0,No user reviews,0.0
675690,0.0,No user reviews,0.0
758690,6.0,Mostly Positive,1083.0
789100,0.0,No user reviews,0.0
979710,8.0,Very Positive,428.0
1696440,8.0,Very Positive,1254.0
2400510,8.0,Very Positive,1824.0
2726120,6.0,Mostly Positive,32.0
3062410,0.0,No user reviews,0.0
3337140,8.0,Very Positive,375.0
3577060,0.0,No user reviews,0.0
3907240,0.0,No user reviews,0.0
211,0.0,No user reviews,0.0
48720,8.0,Very Positive,3202.0
362960,8.0,Very Positive,6154.0
407130,8.0,Very Positive,3174.0
775500,8.0,Very Positive,5147.0
1124180,8.0,Very Positive,1000.0
1173780,8.0,Very Positive,1847.0
1252600,0.0,No user reviews,0.0
1349540,0.0,1 user reviews,1.0
1548850,8.0,Very Positive,8899.0
1745510,8.0,Very Positive,7034.0
2302990,0.0,No user reviews,0.0
2501600,9.0,Overwhelmingly Positive,1348.0
2513240,5.0,Mixed,139.0
3176060,8.0,Very Positive,829.0
3196540,0.0,No user reviews,0.0
3650160,0.0,No user reviews,0.0
3826600,0.0,No user reviews,0.0
3915140,7.0,Positive,11.0
16450,8.0,Very Positive,2870.0
39540,8.0,Very Positive,835.0
40300,8.0,Very Positive,2185.0
267530,8.0,Very Positive,1716.0
311260,5.0,Mixed,2578.0
753420,8.0,Very Positive,2439.0
798460,8.0,Very Positive,2286.0
866800,8.0,Very Positive,6026.0
885570,0.0,8 user reviews,8.0
1481340,0.0,No user reviews,0.0
1701520,8.0,Very Positive,1190.0
1890860,0.0,No user reviews,0.0
1911610,8.0,Very Positive,4402.0
2168260,6.0,Mostly Positive,223.0
2221920,6.0,Mostly Positive,1858.0
2908500,8.0,Very Positive,251.0
2955300,0.0,No user reviews,0.0
3058030,0.0,No user reviews,0.0
3694620,0.0,No user reviews,0.0
19900,6.0,Mostly Positive,8981.0
25900,8.0,Very Positive,870.0
252610,8.0,Very Positive,5992.0
339610,5.0,Mixed,76.0
383180,6.0,Mostly Positive,2330.0
970830,8.0,Very Positive,2105.0
1163550,6.0,Mostly Positive,1153.0
1189290,8.0,Very Positive,654.0
1330430,8.0,Very Positive,119.0
1862860,0.0,No user reviews,0.0
2197890,8.0,Very Positive,483.0
2225960,8.0,Very Positive,326.0
2235200,8.0,Very Positive,226.0
2445660,0.0,No user reviews,0.0
2652640,0.0,No user reviews,0.0
2756770,8.0,Very Positive,1170.0
3314060,5.0,Mixed,1170.0
3918510,0.0,No user reviews,0.0
32510,8.0,Very Positive,3891.0
311770,8.0,Very Positive,1519.0
341940,8.0,Very Positive,9129.0
715670,7.0,Positive,15.0
991710,0.0,No user reviews,0.0
1071100,8.0,Very Positive,305.0
1134700,5.0,Mixed,408.0
1154840,8.0,Very Positive,926.0
1367550,8.0,Very Positive,1962.0
1444480,8.0,Very Positive,2504.0
1656780,8.0,Very Positive,2362.0
1737870,8.0,Very Positive,1564.0
2131630,8.0,Very Positive,2066.0
2155180,6.0,Mostly Positive,1057.0
2457540,6.0,Mostly Positive,274.0
2592220,5.0,Mixed,229.0
2634890,8.0,Very Positive,1498.0
242550,8.0,Very Positive,3802.0
363090,7.0,Positive,17.0
418240,9.0,Overwhelmingly Positive,8859.0
436670,8.0,Very Positive,1451.0
601050,8.0,Very Positive,3523.0
628890,5.0,Mixed,83.0
758870,8.0,Very Positive,2347.0
833360,8.0,Very Positive,2048.0
839200,0.0,No user reviews,0.0
994910,0.0,No user reviews,0.0
1262460,8.0,Very Positive,854.0
1372280,8.0,Very Positive,5050.0
1614550,8.0,Very Positive,1194.0
2005010,8.0,Very Positive,10300.0
2097570,9.0,Overwhelmingly Positive,1664.0
2265920,8.0,Very Positive,54.0
2505570,8.0,Very Positive,404.0
2540630,0.0,No user reviews,0.0
2543510,6.0,Mostly Positive,92.0
2730810,5.0,Mixed,423.0
2873080,9.0,Overwhelmingly Positive,3101.0
3079280,0.0,No user reviews,0.0
3449850,0.0,4 user reviews,4.0
3755860,8.0,Very Positive,871.0
20,8.0,Very Positive,4084.0
343780,8.0,Very Positive,6814.0
410970,8.0,Very Positive,330.0
443110,0.0,5 user reviews,5.0
446800,8.0,Very Positive,4134.0
448510,8.0,Very Positive,4488.0
589590,9.0,Overwhelmingly Positive,7145.0
656350,8.0,Very Positive,4298.0
683320,9.0,Overwhelmingly Positive,25526.0
688420,8.0,Very Positive,5046.0
699170,8.0,Very Positive,3323.0
790710,5.0,Mixed,28.0
898750,8.0,Very Positive,1496.0
978780,8.0,Very Positive,3139.0
1056960,5.0,Mixed,5681.0
1122340,8.0,Very Positive,629.0
1223750,8.0,Very Positive,3011.0
2109370,5.0,Mixed,1753.0
2199420,8.0,Very Positive,716.0
3528450,7.0,Positive,33.0
6020,9.0,Overwhelmingly Positive,7060.0
10680,8.0,Very Positive,7656.0
35450,8.0,Very Positive,11222.0
227320,8.0,Very Positive,1137.0
477740,8.0,Very Positive,3642.0
525480,8.0,Very Positive,2191.0
644830,8.0,Very Positive,2978.0
667890,0.0,No user reviews,0.0
736190,8.0,Very Positive,1540.0
736590,5.0,Mixed,17.0
954850,4.0,Mostly Negative,21248.0
1201230,8.0,Very Positive,847.0
1335830,8.0,Very Positive,2965.0
1903620,8.0,Very Positive,3128.0
1972440,8.0,Very Positive,3470.0
2131640,8.0,Very Positive,1629.0
2178480,8.0,Very Positive,88.0
2674590,8.0,Very Positive,1230.0
2707900,0.0,No user reviews,0.0
3073680,0.0,No user reviews,0.0
3287520,8.0,Very Positive,1285.0
3358440,0.0,No user reviews,0.0
3368750,0.0,No user reviews,0.0
3487770,5.0,Mixed,22.0
4035870,0.0,No user reviews,0.0
115320,6.0,Mostly Positive,4126.0
321360,8.0,Very Positive,4843.0
352720,8.0,Very Positive,4951.0
374040,8.0,Very Positive,4722.0
420530,9.0,Overwhelmingly Positive,29469.0
520440,9.0,Overwhelmingly Positive,4511.0
555160,8.0,Very Positive,30786.0
612020,0.0,No user reviews,0.0
648410,8.0,Very Positive,2723.0
760640,8.0,Very Positive,356.0
837380,0.0,No user reviews,0.0
967050,8.0,Very Positive,10954.0
983970,8.0,Very Positive,2374.0
1114420,0.0,No user reviews,0.0
1220140,6.0,Mostly Positive,1225.0
1263860,8.0,Very Positive,202.0
1267540,8.0,Very Positive,358.0
1745200,0.0,No user reviews,0.0
2305790,0.0,No user reviews,0.0
2308690,8.0,Very Positive,472.0
2427420,5.0,Mixed,444.0
2477340,5.0,Mixed,1422.0
2741560,8.0,Very Positive,382.0
3112260,6.0,Mostly Positive,989.0
3263320,6.0,Mostly Positive,560.0
3594780,0.0,No user reviews,0.0
3749680,0.0,No user reviews,0.0
16700,8.0,Very Positive,419.0
217490,0.0,No user reviews,0.0
226320,4.0,Mostly Negative,590.0
311340,8.0,Very Positive,7482.0
315660,6.0,Mostly Positive,1657.0
332800,8.0,Very Positive,12991.0
345240,8.0,Very Positive,654.0
591740,0.0,No user reviews,0.0
621830,6.0,Mostly Positive,1324.0
672870,0.0,No user reviews,0.0
687800,8.0,Very Positive,633.0
969990,9.0,Overwhelmingly Positive,9001.0
973230,8.0,Very Positive,6309.0
990630,9.0,Overwhelmingly Positive,4654.0
1252330,6.0,Mostly Positive,11907.0
1359090,6.0,Mostly Positive,16418.0
1382070,8.0,Very Positive,5151.0
1530340,0.0,1 user reviews,1.0
1761380,6.0,Mostly Positive,138.0
1988550,8.0,Very Positive,3419.0
2266940,0.0,No user reviews,0.0
2454570,8.0,Very Positive,382.0
2934770,0.0,No user reviews,0.0
3286930,8.0,Very Positive,910.0
3969060,0.0,No user reviews,0.0
248570,8.0,Very Positive,92.0
290730,0.0,3 user reviews,3.0
336150,8.0,Very Positive,479.0
374280,5.0,Mixed,481.0
382110,6.0,Mostly Positive,1480.0
445980,8.0,Very Positive,7185.0
455130,0.0,No user reviews,0.0
475550,8.0,Very Positive,2932.0
552620,8.0,Very Positive,3336.0
571310,9.0,Overwhelmingly Positive,2835.0
823550,0.0,2 user reviews,2.0
882100,6.0,Mostly Positive,12664.0
954740,8.0,Very Positive,9108.0
1062160,9.0,Overwhelmingly Positive,4416.0
1211630,9.0,Overwhelmingly Positive,3630.0
1545450,9.0,Overwhelmingly Positive,2452.0
1713350,5.0,Mixed,855.0
1910680,8.0,Very Positive,1215.0
1913370,8.0,Very Positive,2301.0
2479830,0.0,No user reviews,0.0
2635670,0.0,No user reviews,0.0
2789460,8.0,Very Positive,428.0
2821800,8.0,Very Positive,658.0
2871440,9.0,Overwhelmingly Positive,860.0
3042190,6.0,Mostly Positive,414.0
3068300,0.0,No user reviews,0.0
3076350,0.0,No user reviews,0.0
3104970,8.0,Very Positive,272.0
3170540,9.0,Overwhelmingly Positive,1806.0
3450020,0.0,No user reviews,0.0
3496000,8.0,Very Positive,584.0
3794500,0.0,No user reviews,0.0
3846220,0.0,No user reviews,0.0
3969590,0.0,No user reviews,0.0
3830,9.0,Overwhelmingly Positive,8486.0
